flag_pre_start_response,flag_unexplained_pre_start_response,likely_precip_driven_pre_start_response,possible_battery_or_logger_issue,year,strip_group,location,strip,event_id,sensor_col,logger_position,depth_index,depth_inches,irrigation_start,irrigation_end,window_start,first_vwc,last_pre_start_vwc,max_pre_start_vwc,max_pre_start_time,pre_start_increase,last_minus_first,threshold,vwc_missing_fraction_pre_start_window,precip_col,precip_threshold_in,total_precip_in_pre_start_window,max_precip_in_pre_start_window,battery_col,flag_battery_low_pre_start,flag_battery_out_of_range_pre_start,flag_battery_low_event,flag_battery_out_of_range_event,bottom_response_delay_hr,time_to_peak_hours,time_to_plateau_hours,event_duration_hours,gallons_strip,first_precip_time_pre_start_window,last_precip_time_pre_start_window,battery_pre_start_min_v,battery_pre_start_median_v,battery_pre_start_max_v,battery_pre_start_low_count,battery_pre_start_high_count,battery_pre_start_out_of_range_count,battery_pre_start_out_of_range_fraction,battery_event_min_v,battery_event_median_v,battery_event_max_v,battery_event_low_count,battery_event_high_count,battery_event_out_of_range_count,battery_event_out_of_range_fraction
False,False,False,False,2024,S1_S2,west,S1,2024-08-10_S1_S2_de427086,VWC_3_raw_S1_B,B,3,18,2024-08-10 08:50:00,2024-08-10 20:38:00,2024-08-10 02:50:00,33.079,32.89,33.453,2024-08-10 04:30:00,0.374,-0.189,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S1_B,False,False,False,False,12.6667,12.6667,20.4167,11.8,84700.0,,,12.749,12.7745,12.822,0.0,0.0,0.0,0.0,12.874,13.388,13.582,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S1,2024-09-07_S1_S2_b15b9a0a,VWC_1_raw_S1_B,B,1,6,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-07 02:23:00,27.87,27.362,27.87,2024-09-07 02:30:00,0.0,-0.508,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S1_B,False,False,False,False,14.1167,14.1167,18.1167,7.8833,53000.0,,,12.755,12.8085,12.829,0.0,0.0,0.0,0.0,12.741,13.435,13.738,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S1,2024-09-07_S1_S2_b15b9a0a,VWC_2_raw_S1_B,B,2,12,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-07 02:23:00,27.945,27.58,28.206,2024-09-07 03:00:00,0.261,-0.365,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S1_B,False,False,False,False,13.1167,13.1167,17.1167,7.8833,53000.0,,,12.755,12.8085,12.829,0.0,0.0,0.0,0.0,12.741,13.435,13.738,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S1,2024-09-07_S1_S2_b15b9a0a,VWC_3_raw_S1_B,B,3,18,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-07 02:23:00,31.199,31.095,31.261,2024-09-07 06:15:00,0.062,-0.104,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S1_B,False,False,False,False,13.3667,13.3667,15.8667,7.8833,53000.0,,,12.755,12.8085,12.829,0.0,0.0,0.0,0.0,12.741,13.435,13.738,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_1_raw_S2_B,B,1,6,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-20 04:11:00,8.959,8.741,8.959,2024-04-20 04:15:00,0.0,-0.218,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,10.3167,10.3167,23.0667,7.7167,62950.0,,,12.726,12.785,13.454,0.0,0.0,0.0,0.0,13.41,13.438,13.726,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_2_raw_S2_B,B,2,12,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-20 04:11:00,7.363,7.295,7.392,2024-04-20 06:15:00,0.029,-0.068,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,10.3167,10.3167,19.5667,7.7167,62950.0,,,12.726,12.785,13.454,0.0,0.0,0.0,0.0,13.41,13.438,13.726,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_3_raw_S2_B,B,3,18,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-20 04:11:00,9.298,9.299,9.336,2024-04-20 05:00:00,0.038,0.001,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,10.0667,10.0667,14.0667,7.7167,62950.0,,,12.726,12.785,13.454,0.0,0.0,0.0,0.0,13.41,13.438,13.726,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-05-11_S1_S2_4c1cd284,VWC_1_raw_S2_B,B,1,6,2024-05-11 06:55:00,2024-05-11 16:18:00,2024-05-11 00:55:00,9.849,9.675,9.849,2024-05-11 01:00:00,0.0,-0.174,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,16.5833,16.5833,,9.3833,66500.0,,,12.786,12.848,12.909,0.0,0.0,0.0,0.0,12.762,13.6755,13.906,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-05-11_S1_S2_4c1cd284,VWC_2_raw_S2_B,B,2,12,2024-05-11 06:55:00,2024-05-11 16:18:00,2024-05-11 00:55:00,11.304,11.288,11.323,2024-05-11 03:15:00,0.019,-0.016,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,0.0833,0.0833,,9.3833,66500.0,,,12.786,12.848,12.909,0.0,0.0,0.0,0.0,12.762,13.6755,13.906,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-05-11_S1_S2_4c1cd284,VWC_3_raw_S2_B,B,3,18,2024-05-11 06:55:00,2024-05-11 16:18:00,2024-05-11 00:55:00,18.157,18.166,18.166,2024-05-11 06:45:00,0.009,0.009,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,2.5833,2.5833,,9.3833,66500.0,,,12.786,12.848,12.909,0.0,0.0,0.0,0.0,12.762,13.6755,13.906,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-06-01_S1_S2_ef46e32f,VWC_1_raw_S2_B,B,1,6,2024-06-01 18:05:00,2024-06-02 07:46:00,2024-06-01 12:05:00,8.955,9.306,9.306,2024-06-01 18:00:00,0.351,0.351,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,16.4167,16.4167,17.6667,13.6833,81250.0,,,13.261,13.3215,13.404,0.0,0.0,0.0,0.0,12.738,12.901,13.329,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-06-01_S1_S2_ef46e32f,VWC_2_raw_S2_B,B,2,12,2024-06-01 18:05:00,2024-06-02 07:46:00,2024-06-01 12:05:00,7.431,7.337,7.431,2024-06-01 12:15:00,0.0,-0.094,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,16.4167,16.4167,28.9167,13.6833,81250.0,,,13.261,13.3215,13.404,0.0,0.0,0.0,0.0,12.738,12.901,13.329,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-06-01_S1_S2_ef46e32f,VWC_3_raw_S2_B,B,3,18,2024-06-01 18:05:00,2024-06-02 07:46:00,2024-06-01 12:05:00,7.54,7.243,7.545,2024-06-01 12:30:00,0.005,-0.297,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,16.4167,16.4167,20.4167,13.6833,81250.0,,,13.261,13.3215,13.404,0.0,0.0,0.0,0.0,12.738,12.901,13.329,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-06-22_S1_S2_e95bd875,VWC_1_raw_S2_B,B,1,6,2024-06-22 08:00:00,2024-06-22 15:49:00,2024-06-22 02:00:00,8.861,8.704,8.875,2024-06-22 03:30:00,0.014,-0.157,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,12.5,12.5,24.5,7.8167,47100.0,,,12.72,12.79,12.853,0.0,0.0,0.0,0.0,12.725,13.3815,13.564,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-06-22_S1_S2_e95bd875,VWC_2_raw_S2_B,B,2,12,2024-06-22 08:00:00,2024-06-22 15:49:00,2024-06-22 02:00:00,7.069,7.043,7.087,2024-06-22 04:30:00,0.018,-0.026,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,10.25,10.25,20.5,7.8167,47100.0,,,12.72,12.79,12.853,0.0,0.0,0.0,0.0,12.725,13.3815,13.564,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-06-22_S1_S2_e95bd875,VWC_3_raw_S2_B,B,3,18,2024-06-22 08:00:00,2024-06-22 15:49:00,2024-06-22 02:00:00,6.804,6.802,6.804,2024-06-22 02:00:00,0.0,-0.002,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,10.25,10.25,22.75,7.8167,47100.0,,,12.72,12.79,12.853,0.0,0.0,0.0,0.0,12.725,13.3815,13.564,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-07-20_S1_S2_6d735351,VWC_1_raw_S2_B,B,1,6,2024-07-20 08:54:00,2024-07-20 17:43:00,2024-07-20 02:54:00,8.701,8.452,8.701,2024-07-20 03:00:00,0.0,-0.249,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,11.35,11.35,15.35,8.8167,55550.0,,,12.713,12.758,12.841,0.0,0.0,0.0,0.0,12.906,13.277,13.451,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-07-20_S1_S2_6d735351,VWC_2_raw_S2_B,B,2,12,2024-07-20 08:54:00,2024-07-20 17:43:00,2024-07-20 02:54:00,6.956,6.86,6.967,2024-07-20 04:15:00,0.011,-0.096,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,11.35,11.35,13.1,8.8167,55550.0,,,12.713,12.758,12.841,0.0,0.0,0.0,0.0,12.906,13.277,13.451,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-07-20_S1_S2_6d735351,VWC_3_raw_S2_B,B,3,18,2024-07-20 08:54:00,2024-07-20 17:43:00,2024-07-20 02:54:00,5.89,5.889,5.89,2024-07-20 03:00:00,0.0,-0.001,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,11.35,11.35,15.35,8.8167,55550.0,,,12.713,12.758,12.841,0.0,0.0,0.0,0.0,12.906,13.277,13.451,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-08-10_S1_S2_de427086,VWC_1_raw_S2_B,B,1,6,2024-08-10 08:50:00,2024-08-10 20:38:00,2024-08-10 02:50:00,9.927,9.672,9.932,2024-08-10 03:15:00,0.005,-0.255,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,14.1667,14.1667,16.4167,11.8,84700.0,,,12.498,12.7435,12.785,0.0,0.0,0.0,0.0,12.788,13.324,13.526,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-08-10_S1_S2_de427086,VWC_2_raw_S2_B,B,2,12,2024-08-10 08:50:00,2024-08-10 20:38:00,2024-08-10 02:50:00,8.347,8.225,8.373,2024-08-10 04:15:00,0.026,-0.122,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,17.1667,17.1667,17.4167,11.8,84700.0,,,12.498,12.7435,12.785,0.0,0.0,0.0,0.0,12.788,13.324,13.526,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-08-10_S1_S2_de427086,VWC_3_raw_S2_B,B,3,18,2024-08-10 08:50:00,2024-08-10 20:38:00,2024-08-10 02:50:00,9.301,9.37,9.377,2024-08-10 04:15:00,0.076,0.069,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,16.4167,16.4167,20.4167,11.8,84700.0,,,12.498,12.7435,12.785,0.0,0.0,0.0,0.0,12.788,13.324,13.526,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-09-07_S1_S2_b15b9a0a,VWC_1_raw_S2_B,B,1,6,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-07 02:23:00,10.149,9.935,10.161,2024-09-07 03:15:00,0.012,-0.214,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,10.6167,10.6167,14.6167,7.8833,53000.0,,,12.618,12.6695,12.715,0.0,0.0,0.0,0.0,12.586,13.3635,13.666,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-09-07_S1_S2_b15b9a0a,VWC_2_raw_S2_B,B,2,12,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-07 02:23:00,8.891,8.831,8.921,2024-09-07 04:30:00,0.03,-0.06,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,10.3667,10.3667,12.1167,7.8833,53000.0,,,12.618,12.6695,12.715,0.0,0.0,0.0,0.0,12.586,13.3635,13.666,0.0,0.0,0.0,0.0
False,False,False,False,2024,S1_S2,west,S2,2024-09-07_S1_S2_b15b9a0a,VWC_3_raw_S2_B,B,3,18,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-07 02:23:00,16.014,16.091,16.091,2024-09-07 08:00:00,0.077,0.077,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S2_B,False,False,False,False,10.6167,10.6167,14.6167,7.8833,53000.0,,,12.618,12.6695,12.715,0.0,0.0,0.0,0.0,12.586,13.3635,13.666,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-04-19_S3_S4_c5bf8374,VWC_1_raw_S3_B,B,1,6,2024-04-19 14:14:00,2024-04-19 21:33:00,2024-04-19 08:14:00,10.708,10.714,10.731,2024-04-19 12:45:00,0.023,0.006,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,6.7667,6.7667,17.2667,7.3167,54875.0,,,13.409,13.4955,13.608,0.0,0.0,0.0,0.0,13.01,13.4195,13.55,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-04-19_S3_S4_c5bf8374,VWC_2_raw_S3_B,B,2,12,2024-04-19 14:14:00,2024-04-19 21:33:00,2024-04-19 08:14:00,12.767,12.399,12.775,2024-04-19 08:30:00,0.008,-0.368,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,7.0167,7.0167,16.2667,7.3167,54875.0,,,13.409,13.4955,13.608,0.0,0.0,0.0,0.0,13.01,13.4195,13.55,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-04-19_S3_S4_c5bf8374,VWC_3_raw_S3_B,B,3,18,2024-04-19 14:14:00,2024-04-19 21:33:00,2024-04-19 08:14:00,9.135,9.017,9.141,2024-04-19 09:00:00,0.006,-0.118,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,7.0167,7.0167,11.0167,7.3167,54875.0,,,13.409,13.4955,13.608,0.0,0.0,0.0,0.0,13.01,13.4195,13.55,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-05-03_S3_S4_13e4749a,VWC_1_raw_S3_B,B,1,6,2024-05-03 08:37:00,2024-05-03 15:28:00,2024-05-03 02:37:00,21.164,20.879,21.164,2024-05-03 02:45:00,0.0,-0.285,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,6.6333,6.6333,15.8833,6.85,44600.0,,,12.739,12.864,14.045,0.0,0.0,0.0,0.0,13.458,13.477,13.578,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-05-03_S3_S4_13e4749a,VWC_2_raw_S3_B,B,2,12,2024-05-03 08:37:00,2024-05-03 15:28:00,2024-05-03 02:37:00,23.137,23.005,23.187,2024-05-03 06:00:00,0.05,-0.132,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,6.6333,6.6333,13.3833,6.85,44600.0,,,12.739,12.864,14.045,0.0,0.0,0.0,0.0,13.458,13.477,13.578,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-05-03_S3_S4_13e4749a,VWC_3_raw_S3_B,B,3,18,2024-05-03 08:37:00,2024-05-03 15:28:00,2024-05-03 02:37:00,13.105,13.119,13.119,2024-05-03 08:30:00,0.014,0.014,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,6.3833,6.3833,10.3833,6.85,44600.0,,,12.739,12.864,14.045,0.0,0.0,0.0,0.0,13.458,13.477,13.578,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-05-17_S3_S4_09c73fc7,VWC_1_raw_S3_B,B,1,6,2024-05-17 13:31:00,2024-05-17 19:09:00,2024-05-17 07:31:00,19.87,19.748,19.87,2024-05-17 07:45:00,0.0,-0.122,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,5.4833,5.4833,15.7333,5.6333,47550.0,,,13.36,13.4405,13.62,0.0,0.0,0.0,0.0,13.332,13.3725,13.404,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-05-17_S3_S4_09c73fc7,VWC_2_raw_S3_B,B,2,12,2024-05-17 13:31:00,2024-05-17 19:09:00,2024-05-17 07:31:00,23.299,22.952,23.299,2024-05-17 07:45:00,0.0,-0.347,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,5.4833,5.4833,14.4833,5.6333,47550.0,,,13.36,13.4405,13.62,0.0,0.0,0.0,0.0,13.332,13.3725,13.404,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-05-17_S3_S4_09c73fc7,VWC_3_raw_S3_B,B,3,18,2024-05-17 13:31:00,2024-05-17 19:09:00,2024-05-17 07:31:00,13.095,12.972,13.095,2024-05-17 07:45:00,0.0,-0.123,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,5.2333,5.2333,9.2333,5.6333,47550.0,,,13.36,13.4405,13.62,0.0,0.0,0.0,0.0,13.332,13.3725,13.404,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-06-01_S3_S4_0880f850,VWC_1_raw_S3_B,B,1,6,2024-06-01 08:29:00,2024-06-01 17:57:00,2024-06-01 02:29:00,17.24,16.921,17.249,2024-06-01 02:45:00,0.009,-0.319,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,9.5167,9.5167,22.0167,9.4667,61450.0,,,12.806,12.9185,13.819,0.0,0.0,0.0,0.0,13.254,13.342,13.489,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-06-01_S3_S4_0880f850,VWC_2_raw_S3_B,B,2,12,2024-06-01 08:29:00,2024-06-01 17:57:00,2024-06-01 02:29:00,21.827,21.709,21.827,2024-06-01 02:30:00,0.0,-0.118,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,9.5167,9.5167,18.2667,9.4667,61450.0,,,12.806,12.9185,13.819,0.0,0.0,0.0,0.0,13.254,13.342,13.489,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-06-01_S3_S4_0880f850,VWC_3_raw_S3_B,B,3,18,2024-06-01 08:29:00,2024-06-01 17:57:00,2024-06-01 02:29:00,12.954,12.895,12.959,2024-06-01 04:00:00,0.005,-0.059,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,8.7667,8.7667,12.7667,9.4667,61450.0,,,12.806,12.9185,13.819,0.0,0.0,0.0,0.0,13.254,13.342,13.489,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-06-15_S3_S4_b6aa9839,VWC_1_raw_S3_B,B,1,6,2024-06-15 07:29:00,2024-06-15 16:13:00,2024-06-15 01:29:00,14.806,14.471,14.813,2024-06-15 02:00:00,0.007,-0.335,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,8.5167,8.5167,20.7667,8.7333,52500.0,,,12.823,12.873,13.701,0.0,0.0,0.0,0.0,13.227,13.364,13.513,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-06-15_S3_S4_b6aa9839,VWC_2_raw_S3_B,B,2,12,2024-06-15 07:29:00,2024-06-15 16:13:00,2024-06-15 01:29:00,23.837,23.787,23.882,2024-06-15 04:00:00,0.045,-0.05,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,9.0167,9.0167,16.5167,8.7333,52500.0,,,12.823,12.873,13.701,0.0,0.0,0.0,0.0,13.227,13.364,13.513,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-06-15_S3_S4_b6aa9839,VWC_3_raw_S3_B,B,3,18,2024-06-15 07:29:00,2024-06-15 16:13:00,2024-06-15 01:29:00,16.83,16.71,16.833,2024-06-15 02:30:00,0.003,-0.12,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,8.5167,8.5167,12.5167,8.7333,52500.0,,,12.823,12.873,13.701,0.0,0.0,0.0,0.0,13.227,13.364,13.513,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-06-28_S3_S4_14b9d993,VWC_1_raw_S3_B,B,1,6,2024-06-28 08:19:00,2024-06-28 14:44:00,2024-06-28 02:19:00,19.441,19.257,19.465,2024-06-28 03:30:00,0.024,-0.184,0.5,0.0,precip_in,0.01,0.2,0.06,BattV_Min_S3_B,False,False,False,False,6.1833,6.1833,6.4333,6.4167,39650.0,2024-06-28 03:00:00,2024-06-28 04:15:00,12.802,12.8885,13.653,0.0,0.0,0.0,0.0,13.327,13.399,13.509,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-06-28_S3_S4_14b9d993,VWC_2_raw_S3_B,B,2,12,2024-06-28 08:19:00,2024-06-28 14:44:00,2024-06-28 02:19:00,24.318,24.197,24.333,2024-06-28 03:30:00,0.015,-0.121,0.5,0.0,precip_in,0.01,0.2,0.06,BattV_Min_S3_B,False,False,False,False,5.6833,5.6833,12.6833,6.4167,39650.0,2024-06-28 03:00:00,2024-06-28 04:15:00,12.802,12.8885,13.653,0.0,0.0,0.0,0.0,13.327,13.399,13.509,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-06-28_S3_S4_14b9d993,VWC_3_raw_S3_B,B,3,18,2024-06-28 08:19:00,2024-06-28 14:44:00,2024-06-28 02:19:00,15.01,14.95,15.012,2024-06-28 02:45:00,0.002,-0.06,0.5,0.0,precip_in,0.01,0.2,0.06,BattV_Min_S3_B,False,False,False,False,5.9333,5.9333,9.9333,6.4167,39650.0,2024-06-28 03:00:00,2024-06-28 04:15:00,12.802,12.8885,13.653,0.0,0.0,0.0,0.0,13.327,13.399,13.509,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-07-11_S3_S4_d29231ea,VWC_1_raw_S3_B,B,1,6,2024-07-11 10:01:00,2024-07-11 17:39:00,2024-07-11 04:01:00,12.734,12.467,12.743,2024-07-11 04:30:00,0.009,-0.267,0.5,0.0,precip_in,0.01,0.01,0.01,BattV_Min_S3_B,False,False,False,False,7.4833,7.4833,7.7333,7.6333,46550.0,2024-07-11 09:15:00,2024-07-11 09:15:00,12.822,13.339,13.558,0.0,0.0,0.0,0.0,13.175,13.2385,13.308,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-07-11_S3_S4_d29231ea,VWC_2_raw_S3_B,B,2,12,2024-07-11 10:01:00,2024-07-11 17:39:00,2024-07-11 04:01:00,18.977,18.34,19.01,2024-07-11 05:45:00,0.033,-0.637,0.5,0.0,precip_in,0.01,0.01,0.01,BattV_Min_S3_B,False,False,False,False,7.2333,7.2333,14.2333,7.6333,46550.0,2024-07-11 09:15:00,2024-07-11 09:15:00,12.822,13.339,13.558,0.0,0.0,0.0,0.0,13.175,13.2385,13.308,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-07-11_S3_S4_d29231ea,VWC_3_raw_S3_B,B,3,18,2024-07-11 10:01:00,2024-07-11 17:39:00,2024-07-11 04:01:00,13.843,13.674,13.846,2024-07-11 04:30:00,0.003,-0.169,0.5,0.0,precip_in,0.01,0.01,0.01,BattV_Min_S3_B,False,False,False,False,6.9833,6.9833,10.9833,7.6333,46550.0,2024-07-11 09:15:00,2024-07-11 09:15:00,12.822,13.339,13.558,0.0,0.0,0.0,0.0,13.175,13.2385,13.308,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-07-26_S3_S4_fd133a4c,VWC_1_raw_S3_B,B,1,6,2024-07-26 19:02:00,2024-07-27 07:21:00,2024-07-26 13:02:00,11.111,11.435,11.435,2024-07-26 19:00:00,0.324,0.324,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,14.4667,14.4667,26.4667,12.3167,71850.0,,,13.19,13.2075,13.299,0.0,0.0,0.0,0.0,12.838,12.928,13.575,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-07-26_S3_S4_fd133a4c,VWC_2_raw_S3_B,B,2,12,2024-07-26 19:02:00,2024-07-27 07:21:00,2024-07-26 13:02:00,11.177,11.174,11.195,2024-07-26 18:00:00,0.018,-0.003,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,12.4667,12.4667,12.7167,12.3167,71850.0,,,13.19,13.2075,13.299,0.0,0.0,0.0,0.0,12.838,12.928,13.575,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-07-26_S3_S4_fd133a4c,VWC_3_raw_S3_B,B,3,18,2024-07-26 19:02:00,2024-07-27 07:21:00,2024-07-26 13:02:00,10.807,10.523,10.809,2024-07-26 14:30:00,0.002,-0.284,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,11.7167,11.7167,15.7167,12.3167,71850.0,,,13.19,13.2075,13.299,0.0,0.0,0.0,0.0,12.838,12.928,13.575,0.0,0.0,0.0,0.0
False,False,False,False,2024,S3_S4,east,S3,2024-08-09_S3_S4_fd100e26,VWC_1_raw_S3_B,B,1,6,2024-08-09 08:45:00,2024-08-09 15:50:00,2024-08-09 02:45:00,13.298,13.089,13.298,2024-08-09 02:45:00,0.0,-0.209,0.5,0.0,precip_in,0.01,0.0,0.0,BattV_Min_S3_B,False,False,False,False,7.25,7.25,7.5,7.0833,46900.0,,,12.814,12.865,13.586,0.0,0.0,0.0,0.0,13.212,13.33,13.408,0.0,0.0,0.0,0.0
